"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR906946_G1_23F_1999","ERR906947_G3_19A_2007","ERR906949_G5_NT_2010","ERR906950_G5_19A_2010","ERR906951_G5_23B_2010","ERR906952_G5_15A_2010","ERR906953_G5_19A_2010","ERR906954_G5_7C_2010"
"endA","","DNA-entry nuclease","8","8","1","11","3294","","","","824","824","824","SPN_01744","c42d22b1a89013949a40735112065cff_1142","1651352c2107c8e99d1e2755be326f79_1678","60840bfe9c73a8f6158b7bc25c0cbd81_1017","a0f7cc78741c7df6a041aa1969fd6ff0_1398","c456f1c0372d74d556a5dc3af636a419_1880","731f4f343d163482ebf56e977393a970_1654","ca0cc224996876d0826ad521ee7078ca_1283"
"tilS","","tRNA(Ile)-lysidine synthase","8","8","1","11","3343","","","","1277","1277","1277","SPN_01298","c42d22b1a89013949a40735112065cff_1199","1651352c2107c8e99d1e2755be326f79_1719","60840bfe9c73a8f6158b7bc25c0cbd81_1273","a0f7cc78741c7df6a041aa1969fd6ff0_1553","c456f1c0372d74d556a5dc3af636a419_2064","731f4f343d163482ebf56e977393a970_1895","ca0cc224996876d0826ad521ee7078ca_1109"
"group_3476","","hypothetical protein","8","8","1","11","1941","","","","347","347","347","SPN_00443","c42d22b1a89013949a40735112065cff_777","1651352c2107c8e99d1e2755be326f79_585","60840bfe9c73a8f6158b7bc25c0cbd81_1170","a0f7cc78741c7df6a041aa1969fd6ff0_573","c456f1c0372d74d556a5dc3af636a419_2002","731f4f343d163482ebf56e977393a970_2039","ca0cc224996876d0826ad521ee7078ca_2034"
"slmA","","Nucleoid occlusion factor SlmA","8","8","1","11","662","","","","542","542","542","SPN_01318","c42d22b1a89013949a40735112065cff_334","1651352c2107c8e99d1e2755be326f79_1761","60840bfe9c73a8f6158b7bc25c0cbd81_1221","a0f7cc78741c7df6a041aa1969fd6ff0_1573","c456f1c0372d74d556a5dc3af636a419_922","731f4f343d163482ebf56e977393a970_1875","ca0cc224996876d0826ad521ee7078ca_1089"
"tmk","","Thymidylate kinase","8","8","1","11","2507","","","","638","638","638","SPN_01625","c42d22b1a89013949a40735112065cff_810","1651352c2107c8e99d1e2755be326f79_811","60840bfe9c73a8f6158b7bc25c0cbd81_1460","a0f7cc78741c7df6a041aa1969fd6ff0_1167","c456f1c0372d74d556a5dc3af636a419_2096","731f4f343d163482ebf56e977393a970_1560","ca0cc224996876d0826ad521ee7078ca_1395"
"lepA","","Elongation factor 4","8","8","1","11","2766","","","","1823","1823","1823","SPN_00667","c42d22b1a89013949a40735112065cff_1702","1651352c2107c8e99d1e2755be326f79_1068","60840bfe9c73a8f6158b7bc25c0cbd81_1949","a0f7cc78741c7df6a041aa1969fd6ff0_798","c456f1c0372d74d556a5dc3af636a419_531","731f4f343d163482ebf56e977393a970_1297","ca0cc224996876d0826ad521ee7078ca_1612"
"metF","","5,10-methylenetetrahydrofolate reductase","8","8","1","11","1022","","","","866","866","866","SPN_00841","c42d22b1a89013949a40735112065cff_594","1651352c2107c8e99d1e2755be326f79_1961","60840bfe9c73a8f6158b7bc25c0cbd81_1395","a0f7cc78741c7df6a041aa1969fd6ff0_460","c456f1c0372d74d556a5dc3af636a419_1355","731f4f343d163482ebf56e977393a970_475","ca0cc224996876d0826ad521ee7078ca_671"
"paiA","","Spermidine/spermine N(1)-acetyltransferase","8","8","1","11","1011","","","","509","509","509","SPN_00846","c42d22b1a89013949a40735112065cff_588","1651352c2107c8e99d1e2755be326f79_1956","60840bfe9c73a8f6158b7bc25c0cbd81_1400","a0f7cc78741c7df6a041aa1969fd6ff0_450","c456f1c0372d74d556a5dc3af636a419_1365","731f4f343d163482ebf56e977393a970_479","ca0cc224996876d0826ad521ee7078ca_665"
"group_3482","","hypothetical protein","8","8","1","11","315","","","","200","200","200","SPN_01414","c42d22b1a89013949a40735112065cff_432","1651352c2107c8e99d1e2755be326f79_1208","60840bfe9c73a8f6158b7bc25c0cbd81_736","a0f7cc78741c7df6a041aa1969fd6ff0_1889","c456f1c0372d74d556a5dc3af636a419_1237","731f4f343d163482ebf56e977393a970_1101","ca0cc224996876d0826ad521ee7078ca_1418"
"group_3483","","hypothetical protein","8","8","1","11","2884","","","","803","803","803","SPN_00857","c42d22b1a89013949a40735112065cff_579","1651352c2107c8e99d1e2755be326f79_1945","60840bfe9c73a8f6158b7bc25c0cbd81_1828","a0f7cc78741c7df6a041aa1969fd6ff0_438","c456f1c0372d74d556a5dc3af636a419_507","731f4f343d163482ebf56e977393a970_489","ca0cc224996876d0826ad521ee7078ca_1768"
"group_3484","","hypothetical protein","8","8","1","11","2385","","","","647","647","647","SPN_00471","c42d22b1a89013949a40735112065cff_2004","1651352c2107c8e99d1e2755be326f79_276","60840bfe9c73a8f6158b7bc25c0cbd81_1807","a0f7cc78741c7df6a041aa1969fd6ff0_601","c456f1c0372d74d556a5dc3af636a419_1547","731f4f343d163482ebf56e977393a970_896","ca0cc224996876d0826ad521ee7078ca_1521"
"dapA","","4-hydroxy-tetrahydrodipicolinate synthase","8","8","1","11","533","","","","935","935","935","SPN_01866","c42d22b1a89013949a40735112065cff_886","1651352c2107c8e99d1e2755be326f79_1125","60840bfe9c73a8f6158b7bc25c0cbd81_1713","a0f7cc78741c7df6a041aa1969fd6ff0_1791","c456f1c0372d74d556a5dc3af636a419_1682","731f4f343d163482ebf56e977393a970_1959","ca0cc224996876d0826ad521ee7078ca_1720"
"opuCB","","Glycine betaine/carnitine/choline transport system permease protein OpuCB","8","8","1","11","1775","","","","1520","1520","1520","SPN_00114","c42d22b1a89013949a40735112065cff_1307","1651352c2107c8e99d1e2755be326f79_1614","60840bfe9c73a8f6158b7bc25c0cbd81_587","a0f7cc78741c7df6a041aa1969fd6ff0_850","c456f1c0372d74d556a5dc3af636a419_49","731f4f343d163482ebf56e977393a970_1236","ca0cc224996876d0826ad521ee7078ca_419"
"trpA","","Tryptophan synthase alpha chain","8","8","1","11","1823","","","","776","776","776","SPN_00159","c42d22b1a89013949a40735112065cff_1263","1651352c2107c8e99d1e2755be326f79_1360","60840bfe9c73a8f6158b7bc25c0cbd81_545","a0f7cc78741c7df6a041aa1969fd6ff0_894","c456f1c0372d74d556a5dc3af636a419_94","731f4f343d163482ebf56e977393a970_1192","ca0cc224996876d0826ad521ee7078ca_460"
"ettA_1","","Energy-dependent translational throttle protein EttA","8","8","1","11","1242","","","","1871","1871","1871","SPN_00384","c42d22b1a89013949a40735112065cff_1496","1651352c2107c8e99d1e2755be326f79_562","60840bfe9c73a8f6158b7bc25c0cbd81_1114","a0f7cc78741c7df6a041aa1969fd6ff0_514","c456f1c0372d74d556a5dc3af636a419_1492","731f4f343d163482ebf56e977393a970_201","ca0cc224996876d0826ad521ee7078ca_803"
"phnU","","hypothetical protein","8","8","1","11","2792","","","","344","626","461","SPN_01161","c42d22b1a89013949a40735112065cff_134","1651352c2107c8e99d1e2755be326f79_936","60840bfe9c73a8f6158b7bc25c0cbd81_244","a0f7cc78741c7df6a041aa1969fd6ff0_138","c456f1c0372d74d556a5dc3af636a419_1431","731f4f343d163482ebf56e977393a970_1499","ca0cc224996876d0826ad521ee7078ca_190"
"ygaZ","","Inner membrane protein YgaZ","8","8","1","11","3413","","","","614","656","642","SPN_01254","c42d22b1a89013949a40735112065cff_210","1651352c2107c8e99d1e2755be326f79_1013","60840bfe9c73a8f6158b7bc25c0cbd81_338","a0f7cc78741c7df6a041aa1969fd6ff0_62","c456f1c0372d74d556a5dc3af636a419_2071","731f4f343d163482ebf56e977393a970_732","ca0cc224996876d0826ad521ee7078ca_266"
"group_366","","hypothetical protein","8","8","1","11","332","","","","590","1346","1210","SPN_01402","c42d22b1a89013949a40735112065cff_421","1651352c2107c8e99d1e2755be326f79_1196","60840bfe9c73a8f6158b7bc25c0cbd81_747","a0f7cc78741c7df6a041aa1969fd6ff0_1342","c456f1c0372d74d556a5dc3af636a419_1004","731f4f343d163482ebf56e977393a970_1112","ca0cc224996876d0826ad521ee7078ca_1004"
"group_370","","hypothetical protein","8","8","1","11","303","","","","851","851","851","SPN_01424","c42d22b1a89013949a40735112065cff_442","1651352c2107c8e99d1e2755be326f79_1217","60840bfe9c73a8f6158b7bc25c0cbd81_727","a0f7cc78741c7df6a041aa1969fd6ff0_1899","c456f1c0372d74d556a5dc3af636a419_1228","731f4f343d163482ebf56e977393a970_1091","ca0cc224996876d0826ad521ee7078ca_1428"
"ohrR","","hypothetical protein","8","8","1","11","241","","","","251","425","315","SPN_01515","c42d22b1a89013949a40735112065cff_1582","1651352c2107c8e99d1e2755be326f79_1292","60840bfe9c73a8f6158b7bc25c0cbd81_655","a0f7cc78741c7df6a041aa1969fd6ff0_1839","c456f1c0372d74d556a5dc3af636a419_1600","731f4f343d163482ebf56e977393a970_1763","ca0cc224996876d0826ad521ee7078ca_1631"
"bceB","","Bacitracin export permease protein BceB","8","8","1","11","2226","","","","1988","1988","1988","SPN_01645","c42d22b1a89013949a40735112065cff_1837","1651352c2107c8e99d1e2755be326f79_831","60840bfe9c73a8f6158b7bc25c0cbd81_2011","a0f7cc78741c7df6a041aa1969fd6ff0_1187","c456f1c0372d74d556a5dc3af636a419_1959","731f4f343d163482ebf56e977393a970_2086","ca0cc224996876d0826ad521ee7078ca_1950"
"hsdR","","Type-1 restriction enzyme R protein","8","8","1","11","2305","","","","1823","3350","2829","SPN_01666","c42d22b1a89013949a40735112065cff_1857","1651352c2107c8e99d1e2755be326f79_850","60840bfe9c73a8f6158b7bc25c0cbd81_1344","a0f7cc78741c7df6a041aa1969fd6ff0_1207","c456f1c0372d74d556a5dc3af636a419_1979","731f4f343d163482ebf56e977393a970_401","ca0cc224996876d0826ad521ee7078ca_1970"
"iscS_1","","Cysteine desulfurase IscS","8","8","1","11","2323","","","","1142","1202","1172","SPN_01675","c42d22b1a89013949a40735112065cff_1868","1651352c2107c8e99d1e2755be326f79_1878","60840bfe9c73a8f6158b7bc25c0cbd81_1332","a0f7cc78741c7df6a041aa1969fd6ff0_1216","c456f1c0372d74d556a5dc3af636a419_1094","731f4f343d163482ebf56e977393a970_407","ca0cc224996876d0826ad521ee7078ca_1898"
"group_378","","hypothetical protein","8","8","1","11","3326","","","","257","410","303","SPN_01713","c42d22b1a89013949a40735112065cff_1173","1651352c2107c8e99d1e2755be326f79_1649","60840bfe9c73a8f6158b7bc25c0cbd81_1047","a0f7cc78741c7df6a041aa1969fd6ff0_1367","c456f1c0372d74d556a5dc3af636a419_2103","731f4f343d163482ebf56e977393a970_2031","ca0cc224996876d0826ad521ee7078ca_1313"
"group_379","","hypothetical protein","8","8","1","11","3320","","","","767","899","872","SPN_01719","c42d22b1a89013949a40735112065cff_1167","1651352c2107c8e99d1e2755be326f79_1655","60840bfe9c73a8f6158b7bc25c0cbd81_1041","a0f7cc78741c7df6a041aa1969fd6ff0_1373","c456f1c0372d74d556a5dc3af636a419_1855","731f4f343d163482ebf56e977393a970_1629","ca0cc224996876d0826ad521ee7078ca_1307"
"group_382","","hypothetical protein","8","8","1","11","3271","","","","257","425","404","SPN_01765","c42d22b1a89013949a40735112065cff_1112","1651352c2107c8e99d1e2755be326f79_1697","60840bfe9c73a8f6158b7bc25c0cbd81_969","a0f7cc78741c7df6a041aa1969fd6ff0_1420","c456f1c0372d74d556a5dc3af636a419_1901","731f4f343d163482ebf56e977393a970_1674","ca0cc224996876d0826ad521ee7078ca_1261"
"glxK","","Glycerate kinase","8","8","1","11","2129","","","","803","1115","1038","SPN_01914","c42d22b1a89013949a40735112065cff_2047","1651352c2107c8e99d1e2755be326f79_1561","60840bfe9c73a8f6158b7bc25c0cbd81_1650","a0f7cc78741c7df6a041aa1969fd6ff0_2027","c456f1c0372d74d556a5dc3af636a419_856","731f4f343d163482ebf56e977393a970_1604","ca0cc224996876d0826ad521ee7078ca_1861"
"group_406","","hypothetical protein","8","8","1","11","23","","","","656","2117","1662","SPN_00063","c42d22b1a89013949a40735112065cff_277","1651352c2107c8e99d1e2755be326f79_1433","60840bfe9c73a8f6158b7bc25c0cbd81_2036","a0f7cc78741c7df6a041aa1969fd6ff0_1524","c456f1c0372d74d556a5dc3af636a419_376","731f4f343d163482ebf56e977393a970_790","ca0cc224996876d0826ad521ee7078ca_337"
"group_407","","hypothetical protein","8","8","1","11","41","","","","1064","1064","1064","SPN_00073","c42d22b1a89013949a40735112065cff_267","1651352c2107c8e99d1e2755be326f79_1423","60840bfe9c73a8f6158b7bc25c0cbd81_397","a0f7cc78741c7df6a041aa1969fd6ff0_1534","c456f1c0372d74d556a5dc3af636a419_365","731f4f343d163482ebf56e977393a970_774","ca0cc224996876d0826ad521ee7078ca_325"
"group_408","","hypothetical protein","8","8","1","11","1810","","","","1067","1067","1067","SPN_00146","c42d22b1a89013949a40735112065cff_1276","1651352c2107c8e99d1e2755be326f79_1347","60840bfe9c73a8f6158b7bc25c0cbd81_558","a0f7cc78741c7df6a041aa1969fd6ff0_882","c456f1c0372d74d556a5dc3af636a419_81","731f4f343d163482ebf56e977393a970_1204","ca0cc224996876d0826ad521ee7078ca_447"
"prmA","","Ribosomal protein L11 methyltransferase","8","8","1","11","1705","","","","950","953","951","SPN_00197","c42d22b1a89013949a40735112065cff_1227","1651352c2107c8e99d1e2755be326f79_861","60840bfe9c73a8f6158b7bc25c0cbd81_518","a0f7cc78741c7df6a041aa1969fd6ff0_924","c456f1c0372d74d556a5dc3af636a419_125","731f4f343d163482ebf56e977393a970_1164","ca0cc224996876d0826ad521ee7078ca_496"
"penA","","Penicillin-binding protein 2B","8","8","1","11","2029","","","","2042","2042","2042","SPN_00288","c42d22b1a89013949a40735112065cff_1905","1651352c2107c8e99d1e2755be326f79_141","60840bfe9c73a8f6158b7bc25c0cbd81_430","a0f7cc78741c7df6a041aa1969fd6ff0_1015","c456f1c0372d74d556a5dc3af636a419_240","731f4f343d163482ebf56e977393a970_103","ca0cc224996876d0826ad521ee7078ca_609"
"group_416","","hypothetical protein","8","8","1","11","2074","","","","140","323","195","SPN_00327","c42d22b1a89013949a40735112065cff_1556","1651352c2107c8e99d1e2755be326f79_1468","60840bfe9c73a8f6158b7bc25c0cbd81_1287","a0f7cc78741c7df6a041aa1969fd6ff0_1054","c456f1c0372d74d556a5dc3af636a419_277","731f4f343d163482ebf56e977393a970_145","ca0cc224996876d0826ad521ee7078ca_740"
"hcnC","","Hydrogen cyanide synthase subunit HcnC","8","8","1","11","1987","","","","1103","1103","1103","SPN_00335","c42d22b1a89013949a40735112065cff_1542","1651352c2107c8e99d1e2755be326f79_1459","60840bfe9c73a8f6158b7bc25c0cbd81_1066","a0f7cc78741c7df6a041aa1969fd6ff0_1062","c456f1c0372d74d556a5dc3af636a419_298","731f4f343d163482ebf56e977393a970_154","ca0cc224996876d0826ad521ee7078ca_754"
"group_422","","hypothetical protein","8","8","1","11","2183","","","","224","371","330","SPN_00397","c42d22b1a89013949a40735112065cff_1485","1651352c2107c8e99d1e2755be326f79_573","60840bfe9c73a8f6158b7bc25c0cbd81_1127","a0f7cc78741c7df6a041aa1969fd6ff0_527","c456f1c0372d74d556a5dc3af636a419_1503","731f4f343d163482ebf56e977393a970_214","ca0cc224996876d0826ad521ee7078ca_814"
"group_423","","hypothetical protein","8","8","1","11","2195","","","","284","596","542","SPN_00409","c42d22b1a89013949a40735112065cff_1474","1651352c2107c8e99d1e2755be326f79_2053","60840bfe9c73a8f6158b7bc25c0cbd81_1138","a0f7cc78741c7df6a041aa1969fd6ff0_538","c456f1c0372d74d556a5dc3af636a419_1514","731f4f343d163482ebf56e977393a970_225","ca0cc224996876d0826ad521ee7078ca_825"
"group_426","","hypothetical protein","8","8","1","11","2358","","","","299","533","357","SPN_00446","c42d22b1a89013949a40735112065cff_2028","1651352c2107c8e99d1e2755be326f79_2157","60840bfe9c73a8f6158b7bc25c0cbd81_1172","a0f7cc78741c7df6a041aa1969fd6ff0_576","c456f1c0372d74d556a5dc3af636a419_1524","731f4f343d163482ebf56e977393a970_2037","ca0cc224996876d0826ad521ee7078ca_1546"
"inlJ","","Internalin-J","8","8","1","11","2361","","","","509","1106","1025","SPN_00448","c42d22b1a89013949a40735112065cff_2026","1651352c2107c8e99d1e2755be326f79_2159","60840bfe9c73a8f6158b7bc25c0cbd81_1174","a0f7cc78741c7df6a041aa1969fd6ff0_578","c456f1c0372d74d556a5dc3af636a419_1526","731f4f343d163482ebf56e977393a970_2035","ca0cc224996876d0826ad521ee7078ca_1544"
"group_429","","hypothetical protein","8","8","1","11","2595","","","","836","836","836","SPN_00552","c42d22b1a89013949a40735112065cff_726","1651352c2107c8e99d1e2755be326f79_622","60840bfe9c73a8f6158b7bc25c0cbd81_834","a0f7cc78741c7df6a041aa1969fd6ff0_682","c456f1c0372d74d556a5dc3af636a419_1288","731f4f343d163482ebf56e977393a970_986","ca0cc224996876d0826ad521ee7078ca_1170"
"ykoD_1","","Putative HMP/thiamine import ATP-binding protein YkoD","8","8","1","11","2567","","","","1385","1385","1385","SPN_00703","c42d22b1a89013949a40735112065cff_942","1651352c2107c8e99d1e2755be326f79_699","60840bfe9c73a8f6158b7bc25c0cbd81_1638","a0f7cc78741c7df6a041aa1969fd6ff0_1713","c456f1c0372d74d556a5dc3af636a419_665","731f4f343d163482ebf56e977393a970_276","ca0cc224996876d0826ad521ee7078ca_927"
"group_446","","hypothetical protein","8","8","1","11","1405","","","","254","254","254","SPN_00785","c42d22b1a89013949a40735112065cff_1946","1651352c2107c8e99d1e2755be326f79_755","60840bfe9c73a8f6158b7bc25c0cbd81_1578","a0f7cc78741c7df6a041aa1969fd6ff0_1651","c456f1c0372d74d556a5dc3af636a419_718","731f4f343d163482ebf56e977393a970_333","ca0cc224996876d0826ad521ee7078ca_987"
"group_447","","hypothetical protein","8","8","1","11","1403","","","","392","446","435","SPN_00787","c42d22b1a89013949a40735112065cff_1944","1651352c2107c8e99d1e2755be326f79_757","60840bfe9c73a8f6158b7bc25c0cbd81_1580","a0f7cc78741c7df6a041aa1969fd6ff0_1649","c456f1c0372d74d556a5dc3af636a419_720","731f4f343d163482ebf56e977393a970_335","ca0cc224996876d0826ad521ee7078ca_989"
"glnM_1","","putative glutamine ABC transporter permease protein GlnM","8","8","1","11","1040","","","","389","677","641","SPN_00825","c42d22b1a89013949a40735112065cff_610","1651352c2107c8e99d1e2755be326f79_911","60840bfe9c73a8f6158b7bc25c0cbd81_1379","a0f7cc78741c7df6a041aa1969fd6ff0_477","c456f1c0372d74d556a5dc3af636a419_1339","731f4f343d163482ebf56e977393a970_373","ca0cc224996876d0826ad521ee7078ca_687"
"group_451","","hypothetical protein","8","8","1","11","2895","","","","374","449","423","SPN_00862","c42d22b1a89013949a40735112065cff_571","1651352c2107c8e99d1e2755be326f79_363","60840bfe9c73a8f6158b7bc25c0cbd81_1834","a0f7cc78741c7df6a041aa1969fd6ff0_433","c456f1c0372d74d556a5dc3af636a419_501","731f4f343d163482ebf56e977393a970_494","ca0cc224996876d0826ad521ee7078ca_1774"
"group_452","","hypothetical protein","8","8","1","11","2903","","","","506","779","744","SPN_00869","c42d22b1a89013949a40735112065cff_564","1651352c2107c8e99d1e2755be326f79_370","60840bfe9c73a8f6158b7bc25c0cbd81_1841","a0f7cc78741c7df6a041aa1969fd6ff0_426","c456f1c0372d74d556a5dc3af636a419_495","731f4f343d163482ebf56e977393a970_501","ca0cc224996876d0826ad521ee7078ca_1781"
"group_458","","hypothetical protein","8","8","1","11","2956","","","","338","338","338","SPN_00894","c42d22b1a89013949a40735112065cff_541","1651352c2107c8e99d1e2755be326f79_395","60840bfe9c73a8f6158b7bc25c0cbd81_3","a0f7cc78741c7df6a041aa1969fd6ff0_401","c456f1c0372d74d556a5dc3af636a419_1948","731f4f343d163482ebf56e977393a970_525","ca0cc224996876d0826ad521ee7078ca_1807"
"group_459","","hypothetical protein","8","8","1","11","3028","","","","1889","1889","1889","SPN_00949","c42d22b1a89013949a40735112065cff_2083","1651352c2107c8e99d1e2755be326f79_444","60840bfe9c73a8f6158b7bc25c0cbd81_65","a0f7cc78741c7df6a041aa1969fd6ff0_347","c456f1c0372d74d556a5dc3af636a419_761","731f4f343d163482ebf56e977393a970_574","ca0cc224996876d0826ad521ee7078ca_3"
"group_460","","hypothetical protein","8","8","1","11","3033","","","","236","236","236","SPN_00955","c42d22b1a89013949a40735112065cff_2077","1651352c2107c8e99d1e2755be326f79_449","60840bfe9c73a8f6158b7bc25c0cbd81_71","a0f7cc78741c7df6a041aa1969fd6ff0_341","c456f1c0372d74d556a5dc3af636a419_766","731f4f343d163482ebf56e977393a970_580","ca0cc224996876d0826ad521ee7078ca_9"
"phnV_1","","Putative 2-aminoethylphosphonate transport system permease protein PhnV","8","8","1","11","2790","","","","602","1022","969","SPN_01162","c42d22b1a89013949a40735112065cff_135","1651352c2107c8e99d1e2755be326f79_937","60840bfe9c73a8f6158b7bc25c0cbd81_245","a0f7cc78741c7df6a041aa1969fd6ff0_137","c456f1c0372d74d556a5dc3af636a419_1432","731f4f343d163482ebf56e977393a970_1500","ca0cc224996876d0826ad521ee7078ca_191"
"group_466","","hypothetical protein","8","8","1","11","3405","","","","275","569","532","SPN_01247","c42d22b1a89013949a40735112065cff_203","1651352c2107c8e99d1e2755be326f79_1006","60840bfe9c73a8f6158b7bc25c0cbd81_331","a0f7cc78741c7df6a041aa1969fd6ff0_69","c456f1c0372d74d556a5dc3af636a419_2079","731f4f343d163482ebf56e977393a970_725","ca0cc224996876d0826ad521ee7078ca_259"
"group_474","","hypothetical protein","8","8","1","11","412","","","","269","440","387","SPN_01340","c42d22b1a89013949a40735112065cff_358","1651352c2107c8e99d1e2755be326f79_1512","60840bfe9c73a8f6158b7bc25c0cbd81_1200","a0f7cc78741c7df6a041aa1969fd6ff0_1285","c456f1c0372d74d556a5dc3af636a419_943","731f4f343d163482ebf56e977393a970_2096","ca0cc224996876d0826ad521ee7078ca_1066"
"group_479","","hypothetical protein","8","8","1","11","268","","","","344","482","395","SPN_01459","c42d22b1a89013949a40735112065cff_476","1651352c2107c8e99d1e2755be326f79_1576","60840bfe9c73a8f6158b7bc25c0cbd81_694","a0f7cc78741c7df6a041aa1969fd6ff0_1933","c456f1c0372d74d556a5dc3af636a419_1195","731f4f343d163482ebf56e977393a970_1057","ca0cc224996876d0826ad521ee7078ca_1461"
"group_48","","hypothetical protein","8","8","1","11","860","","","","260","398","365","SPN_00234","c42d22b1a89013949a40735112065cff_47","1651352c2107c8e99d1e2755be326f79_199","60840bfe9c73a8f6158b7bc25c0cbd81_482","a0f7cc78741c7df6a041aa1969fd6ff0_961","c456f1c0372d74d556a5dc3af636a419_186","731f4f343d163482ebf56e977393a970_47","ca0cc224996876d0826ad521ee7078ca_556"
"group_480","","hypothetical protein","8","8","1","11","259","","","","248","485","383","SPN_01468","c42d22b1a89013949a40735112065cff_485","1651352c2107c8e99d1e2755be326f79_1585","60840bfe9c73a8f6158b7bc25c0cbd81_685","a0f7cc78741c7df6a041aa1969fd6ff0_1942","c456f1c0372d74d556a5dc3af636a419_1186","731f4f343d163482ebf56e977393a970_1048","ca0cc224996876d0826ad521ee7078ca_1470"
